naive_kv_bytes,shared_kv_bytes,unique_shared_tokens,logical_shared_tokens,kv_saving_ratio,kv_duplication_ratio,job_id,workload
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_0,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_1,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_2,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_3,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_4,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_5,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_6,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_7,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_8,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_9,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_10,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_11,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_12,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_13,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_14,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_15,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_16,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_17,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_18,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_19,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_20,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_21,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_22,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_23,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_24,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_25,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_26,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_27,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_28,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_29,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_30,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_31,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_32,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_33,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_34,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_35,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_36,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_37,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_38,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_39,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_40,debate
2550136832.0,1442840576.0,1280.0,9728.0,0.4342105263157895,1.7674418604651163,debate_job_41,debate
